Index[#version],Pointer[#version|],Original,Translated
000,0x963d0,<SFF>ソ-ド攻撃<CD>スピ-ドの はやい かくとう攻撃<*04>,
001,0x963d2,<SFF>ハンマ-攻撃<CD>スピ-ドの はやい かくとう攻撃<*04>,
002,0x963d4,<SFF>ライフル攻撃<CD>スピ-ドの はやい しゃげき攻撃<*04>,
003,0x963d6,<SFF>ガトリング攻撃<CD>スピ-ドの はやい しゃげき攻撃<*04>,
004,0x963d8,<SFF>レ-ザ-攻撃<CD>いリょくが 2ばいになる<*04>,
005,0x963da,<SFF>ビ-ム攻撃<CD>いリょくが 2ばいになる<*04>,
006,0x963dc,<SFF>ミサイル攻撃<CD>ぜったいヒットと かんつうダメ-ジ<*04>,
007,0x963de,<SFF>ナパ-ム攻撃<CD>ぜったいヒットと かんつうダメ-ジ<*04>,
008,0x963e0,<SFF>ブレイク攻撃<CD>せいこうが 2ばいになる<*04>,
009,0x963e2,<SFF>プレス攻撃<CD>せいこうが 2ばいになる<*04>,
010,0x963e4,<SFF>デストロイ攻撃    (ダイレクト)<CD>せなかを むけた てきを はかいする<*04>,
011,0x963e6,<SFF>サクリファイス攻撃  (ダイレクト)<CD>パ-ツを ぎせいにして 大ダメ-ジ<*04>,
012,0x963e8,<SFF>バグ攻撃<CD>行動の せいこうリつを 下げる<*04>,
013,0x963ea,<SFF>ウィルス攻撃<CD>行動の せいこうリつを 下げる<*04>,
014,0x963ec,<SFF>ウェ-ブ攻撃<CD>じゅんび時間を ながくする<*04>,
015,0x963ee,<SFF>ホ-ルド攻撃<CD>じゅんび時間を ながくする<*04>,
016,0x963f0,<SFF>ファイヤ-攻撃<CD>じゅんび中も ダメ-ジをあたえる<*04>,
017,0x963f2,<SFF>メルト攻撃<CD>じゅんび中も ダメ-ジをあたえる<*04>,
018,0x963f4,<SFF>サンダ-攻撃<CD>あいての 動きを ストップさせる<*04>,
019,0x963f6,<SFF>フリ-ズ攻撃<CD>あいての 動きを ストップさせる<*04>,
020,0x963f8,<SFF>カウントダウン攻撃  (ダイレクト)<CD>カウントが 0になると きのうていし<*04>,
021,0x963fa,<SFF>ホ-ムシック攻撃   (ダイレクト)<CD>時々 行動せずに 引きかえす<*04>,
022,0x963fc,<SFF>ぼうぎょ行動<CD>みかたの メダロットを えんごする<*04>,
023,0x963fe,<SFF>かんぜんぼうぎょ行動<CD>みかたヘの 攻撃を ブロックする<*04>,
024,0x96400,<SFF>みまんぼうぎょ行動<CD>よわい攻撃を ブロックする<*04>,
025,0x96402,<SFF>アンチエア攻撃<CD>ひこうメダロットに 大ダメ-ジ<*04>,
026,0x96404,<SFF>アンチシ-攻撃<CD>せんすいメダロットに 大ダメ-ジ<*04>,
027,0x96406,<SFF>さくてき行動<CD>みかたの 攻撃を あてやすくする<*04>,
028,0x96408,<SFF>いんペい行動<CD>てきの 攻撃を よけやすくなる<*04>,
029,0x9640a,<SFF>かくとうトラップ行動<CD>「なぐる.がむしゃら」攻撃にダメ-ジ<*04>,
030,0x9640c,<SFF>しゃげきトラップ行動<CD>「うつ.ねらいうち」攻撃にダメ-ジ<*04>,
031,0x9640e,<SFF>フォ-スプラント行動<CD>行動するたびに フォ-スアップ<*04>,
032,0x96410,<SFF>さくてきクリア行動<CD>さくてきの こうかを ぼうがいする<*04>,
033,0x96412,<SFF>いんペいクリア行動<CD>いんペいの こうかを ぼうがいする<*04>,
034,0x96414,<SFF>たんぱつクリア行動<CD>攻撃を 1回だけ ふせぐ<*04>,
035,0x96416,<SFF>ファ-ストエイド行動<CD>こわれたパ-ツを ふっかつさせる<*04>,
036,0x96418,<SFF>クロス攻撃セット行動<CD>「クロスこうげき」を セットする<*04>,
037,0x9641a,<SFF>クロス攻撃ファイア行動<CD>「クロスこうげき」で 攻撃する<*04>,
038,0x9641c,<SFF>マイナス症状クリア行動<CD>マイナス症状を かいじょする<*04>,
039,0x9641e,<SFF>トラップクリア行動<CD>「トラップ」を はかいする<*04>,
040,0x96420,<SFF>フォ-スせいぎょ行動<CD>「メダフォ-ス」を 使えなくする<*04>,
041,0x96422,<SFF>かいふく行動<CD>ダメ-ジをうけたパ-ツを かいふく<*04>,
042,0x96424,<SFF>ふっかつ行動<CD>きのうていしパ-ツを ふっかつさせる<*04>,
043,0x96426,<SFF>そせい行動<CD>たおれた みかたを ふっかつさせる<*04>,
044,0x96428,<SFF>レベルドレイン行動<CD>てきの レベルを うばいとる<*04>,
045,0x9642a,<SFF>かんぜんむこう行動<CD>全ての 攻撃を むこうにする<*04>,
046,0x9642c,<SFF>たいせいはかい行動<CD>「えんご」「かまえ」を はかいする<*04>,
047,0x9642e,<SFF>こうがく むこう行動   (そうび)<CD>「レ-ザ-」「ビ-ム」を ブロック<*04>,
048,0x96430,<SFF>かやく むこう行動    (そうび)<CD>「ミサイル」「ナパ-ム」を ブロック<*04>,
049,0x96432,<SFF>じゅうリょく むこう行動 (そうび)<CD>「ブレイク」「プレス」を ブロック<*04>,
050,0x96434,<SFF>症状クリア        (そうび)<CD>全ての 症状が つかない<*04>,
051,0x96436,<SFF>けいぞくリペア行動<CD>じゅんび中も ダメ-ジをかいふく<*04>,
052,0x96438,<SFF>ダメ-ジげんしょう行動<CD>うけるダメ-ジを ヘらす<*04>,
053,0x9643a,<SFF>はんしゃ行動<CD>あいての 攻撃を はじきかえす<*04>,
054,0x9643c,<SFF>はんげき行動<CD>つよい攻撃だけを はじきかえす<*04>,
055,0x9643e,<SFF>じゅうリょくせいぎょ   (そうび)<CD>じゅんび時間を いっていにする<*04>,
056,0x96440,<SFF>てきえい かんち     (そうび)<CD>タ-ゲットそうび と ダメ-ジアップ<*04>,
057,0x96442,<SFF>きゅうそくチャ-ジ行動<CD>じゅんび時間を ゼロにする<*04>,
058,0x96444,<SFF>ほじょチャ-ジ行動<CD>じゅんび時間を みじかくする<*04>,
059,0x96446,<SFF>じょうじチャ-ジ     (そうび)<CD>じゅんび時間が みじかくなる<*04>,
060,0x96448,<SFF>チャ-ジドレイン行動<CD>じゅんび時間を うばいとる<*04>,
061,0x9644a,<SFF>てんとう行動<CD>ころばせて めいれいを わすれさせる<*04>,
062,0x9644c,<SFF>フォ-スアップ行動<CD>メダフォ-スを ふやす<*04>,
063,0x9644e,<SFF>ヘんか行動<CD>ベつのパ-ツに ヘんかする<*04>,
064,0x96450,<SFF>ヘんか(そくど)行動<CD>「スピ-ド」のパ-ツに ヘんかする<*04>,
065,0x96452,<SFF>ヘんか(いリょく)行動<CD>「いリょく」のパ-ツに ヘんかする<*04>,
066,0x96454,<SFF>ヘんか(症状)行動<CD>「症状」のパ-ツに ヘんかする<*04>,
067,0x96456,<SFF>ヘんか(えんご)行動<CD>「えんご」パ-ツに ヘんかする<*04>,
068,0x96458,<SFF>ヘんか(かいふく)行動<CD>「かいふく」パ-ツに ヘんかする<*04>,
069,0x9645a,<SFF>ヘんか(しえん)行動<CD>「ぼうがい」パ-ツに ヘんかする<*04>,
070,0x9645c,<SFF>プラス症状クリア行動<CD>プラス症状を かいじょする<*04>,
071,0x9645e,<SFF>使用ふのう行動<CD>パ-ツが 使えなくなる<*04>,
